website,code,name,category
https://quote.eastmoney.com/unify/r/0.003023,3023,彩虹集团,家电行业
https://quote.eastmoney.com/unify/r/1.688696,688696,极米科技,家电行业
https://quote.eastmoney.com/unify/r/1.600839,600839,四川长虹,家电行业
https://quote.eastmoney.com/unify/r/0.000801,801,四川九洲,家电行业
