website,code,name,category
https://quote.eastmoney.com/unify/r/0.000688,688,国城矿业,有色金属
https://quote.eastmoney.com/unify/r/1.600331,600331,宏达股份,有色金属
https://quote.eastmoney.com/unify/r/0.002978,2978,安宁股份,有色金属
