website,code,name,category
https://quote.eastmoney.com/unify/r/1.603053,603053,成都燃气,燃气
https://quote.eastmoney.com/unify/r/0.000593,593,德龙汇能,燃气
https://quote.eastmoney.com/unify/r/0.002259,2259,ST升达,燃气
