website,code,name,category
https://quote.eastmoney.com/unify/r/1.688283,688283,坤恒顺维,专用设备
https://quote.eastmoney.com/unify/r/0.002651,2651,利君股份,专用设备
https://quote.eastmoney.com/unify/r/0.300865,300865,大宏立,专用设备
https://quote.eastmoney.com/unify/r/0.300471,300471,厚普股份,专用设备
https://quote.eastmoney.com/unify/r/0.300540,300540,蜀道装备,专用设备
https://quote.eastmoney.com/unify/r/1.601399,601399,国机重装,专用设备
