website,code,name,category
https://quote.eastmoney.com/unify/r/1.688776,688776,国光电气,电子元件
https://quote.eastmoney.com/unify/r/1.688053,688053,思科瑞,电子元件
https://quote.eastmoney.com/unify/r/1.600353,600353,旭光电子,电子元件
https://quote.eastmoney.com/unify/r/1.688629,688629,华丰科技,电子元件
https://quote.eastmoney.com/unify/r/1.688511,688511,天微电子,电子元件
