website,code,name,category
https://quote.eastmoney.com/unify/r/1.600039,600039,四川路桥,工程建设
https://quote.eastmoney.com/unify/r/0.002628,2628,成都路桥,工程建设
https://quote.eastmoney.com/unify/r/0.000628,628,高新发展,工程建设
