website,code,name,category
https://quote.eastmoney.com/unify/r/0.002697,2697,红旗连锁,商业百货
https://quote.eastmoney.com/unify/r/0.002818,2818,富森美,商业百货
https://quote.eastmoney.com/unify/r/1.600828,600828,茂业商业,商业百货
