website,code,name,category
https://quote.eastmoney.com/unify/r/0.000568,568,泸州老窖,酿酒行业
https://quote.eastmoney.com/unify/r/0.000858,858,五 粮 液,酿酒行业
https://quote.eastmoney.com/unify/r/1.600779,600779,水井坊,酿酒行业
https://quote.eastmoney.com/unify/r/1.600702,600702,舍得酒业,酿酒行业
