date,title,web
2024.07.12,西南财经大学工商管理学院2024年“优秀大学生暑期学术夏令营”成功举办,https://gs.swufe.edu.cn/info/1049/23641.htm
2024.07.12,我院教工第二党支部杨付教授在《工人日报》发表署名文章,https://gs.swufe.edu.cn/info/1049/23631.htm
2024.07.11,工商管理学院召开党支部书记工作会,https://gs.swufe.edu.cn/info/1049/23561.htm
2024.07.10,工商管理学院第五届暑期国际学术营顺利开营,https://gs.swufe.edu.cn/info/1049/23541.htm
